date,store_name,brand,budget,actual_sales,variance,variance_pct,customer_count,avg_spend,year,month,month_name,quarter,day_of_week,is_weekend,week_of_year
2021-01-07,LA PIAZZA,GALITOS,654.9205000000001,453.25,-201.6705000000001,-30.793126799359623,63.0,7.194444444444445,2021,1,January,1,Thursday,False,1
2021-01-07,CARREFOUR,CHICKEN INN,1448.0280000000005,845.25,-602.7780000000005,-41.62750996527693,124.0,6.816532258064516,2021,1,January,1,Thursday,False,1
2021-01-07,CARREFOUR,PIZZA INN,3644.127,2906.25,-737.8769999999995,-20.24838870873599,217.0,13.392857142857142,2021,1,January,1,Thursday,False,1
2021-01-07,CARREFOUR,CREAMY INN,1118.1215000000002,551.5,-566.6215000000002,-50.67620111052334,147.0,3.751700680272109,2021,1,January,1,Thursday,False,1
2021-01-07,CARREFOUR,GALITOS,777.1,573.0,-204.1,-26.26431604684082,63.0,9.095238095238097,2021,1,January,1,Thursday,False,1
2021-01-07,CITY MARKET,CHICKEN INN,759.1850000000002,448.25,-310.9350000000002,-40.956420371846136,110.0,4.075,2021,1,January,1,Thursday,False,1
2021-01-07,CITY MARKET,PIZZA INN,526.1479999999999,528.63,2.4820000000000846,0.4717303876475982,66.0,8.009545454545455,2021,1,January,1,Thursday,False,1
2021-01-07,JUNCTION,CHICKEN INN,2781.949500000001,1436.0,-1345.949500000001,-48.38152166313589,141.0,10.184397163120568,2021,1,January,1,Thursday,False,1
2021-01-07,JUNCTION,PIZZA INN,7343.463599999999,3539.25,-3804.213599999999,-51.80407784686234,225.0,15.73,2021,1,January,1,Thursday,False,1
2021-01-07,JUNCTION,CREAMY INN,888.6042,311.5,-577.1042,-64.94502276716675,55.0,5.663636363636364,2021,1,January,1,Thursday,False,1
2021-01-07,JUNCTION,GALITOS,1538.0937,903.5,-634.5937000000001,-41.25845519034374,80.0,11.29375,2021,1,January,1,Thursday,False,1
2021-01-07,OASIS,CHICKEN INN,764.3232091599679,686.75,-77.57320915996786,-10.149267774456955,86.0,7.985465116279069,2021,1,January,1,Thursday,False,1
2021-01-07,OASIS,PIZZA INN,3166.549575076578,1471.25,-1695.299575076578,-53.53775568271594,103.0,14.283980582524272,2021,1,January,1,Thursday,False,1
2021-01-07,OASIS,CREAMY INN,172.36000922259336,49.0,-123.36000922259336,-71.57113171378448,11.0,4.454545454545454,2021,1,January,1,Thursday,False,1
2021-01-08,LA PIAZZA,CHICKEN INN,999.7990000000004,760.75,-239.04900000000032,-23.90970585087605,120.0,6.339583333333334,2021,1,January,1,Friday,False,1
2021-01-08,LA PIAZZA,PIZZA INN,1453.329,1661.75,208.42100000000005,14.340937255088148,163.0,10.19478527607362,2021,1,January,1,Friday,False,1
2021-01-08,LA PIAZZA,CREAMY INN,388.6354999999999,380.0,-8.635499999999922,-2.222004937788731,83.0,4.578313253012048,2021,1,January,1,Friday,False,1
2021-01-08,LA PIAZZA,GALITOS,1285.1505000000002,613.25,-671.9005000000002,-52.28185337048073,88.0,6.96875,2021,1,January,1,Friday,False,1
2021-01-08,CARREFOUR,CHICKEN INN,1186.9205000000004,1024.5,-162.4205000000004,-13.684193675987595,146.0,7.017123287671233,2021,1,January,1,Friday,False,1
2021-01-08,CARREFOUR,PIZZA INN,3044.4299999999994,2312.75,-731.6799999999994,-24.03339869860695,179.0,12.920391061452516,2021,1,January,1,Friday,False,1
2021-01-08,CARREFOUR,CREAMY INN,589.8645,685.5,95.63549999999998,16.21313030365448,163.0,4.205521472392638,2021,1,January,1,Friday,False,1
2021-01-08,CARREFOUR,GALITOS,1700.3860000000002,1221.75,-478.6360000000002,-28.148667420221063,99.0,12.340909090909092,2021,1,January,1,Friday,False,1
2021-01-08,CITY MARKET,CHICKEN INN,666.9110000000002,554.5,-112.41100000000016,-16.855472469340008,134.0,4.138059701492537,2021,1,January,1,Friday,False,1
2021-01-08,CITY MARKET,PIZZA INN,467.824,453.14,-14.683999999999967,-3.138787236225583,63.0,7.192698412698412,2021,1,January,1,Friday,False,1
2021-01-08,JUNCTION,CHICKEN INN,2208.6009000000004,2094.75,-113.85090000000037,-5.154887874943832,221.0,9.478506787330316,2021,1,January,1,Friday,False,1
2021-01-08,JUNCTION,PIZZA INN,3861.8415,4101.75,239.9085000000005,6.212282404650747,276.0,14.861413043478262,2021,1,January,1,Friday,False,1
2021-01-08,JUNCTION,CREAMY INN,311.9985,600.5,288.5015,92.46887404907396,92.0,6.527173913043479,2021,1,January,1,Friday,False,1
2021-01-08,JUNCTION,GALITOS,1546.5087,1047.0,-499.5086999999999,-32.2991199467549,117.0,8.948717948717949,2021,1,January,1,Friday,False,1
2021-01-08,OASIS,CHICKEN INN,606.7992706702954,269.75,-337.0492706702954,-55.54543107772311,42.0,6.422619047619048,2021,1,January,1,Friday,False,1
2021-01-08,OASIS,PIZZA INN,1665.251334647876,1321.5,-343.75133464787586,-20.64260976680517,102.0,12.955882352941176,2021,1,January,1,Friday,False,1
2021-01-08,OASIS,CREAMY INN,60.51745460738909,78.0,17.48254539261091,28.888434759905312,24.0,3.25,2021,1,January,1,Friday,False,1
2021-01-09,LA PIAZZA,CHICKEN INN,1392.4720000000004,1049.5,-342.97200000000043,-24.63044140205335,158.0,6.64240506329114,2021,1,January,1,Saturday,True,1
2021-01-09,LA PIAZZA,PIZZA INN,2103.528,1937.25,-166.2779999999998,-7.904720070281917,141.0,13.73936170212766,2021,1,January,1,Saturday,True,1
2021-01-09,LA PIAZZA,CREAMY INN,403.8924999999999,256.75,-147.14249999999987,-36.43110481130497,78.0,3.2916666666666665,2021,1,January,1,Saturday,True,1
2021-01-09,LA PIAZZA,GALITOS,968.886,573.5,-395.3860000000001,-40.80830974954742,73.0,7.8561643835616435,2021,1,January,1,Saturday,True,1
2021-01-09,CARREFOUR,CHICKEN INN,1736.4860000000006,1523.75,-212.73600000000056,-12.250948179253992,182.0,8.372252747252746,2021,1,January,1,Saturday,True,1
2021-01-09,CARREFOUR,PIZZA INN,3455.595,4420.0,964.4050000000002,27.90850779677596,295.0,14.983050847457626,2021,1,January,1,Saturday,True,1
2021-01-09,CARREFOUR,CREAMY INN,790.799,663.0,-127.79899999999998,-16.160743754101862,148.0,4.47972972972973,2021,1,January,1,Saturday,True,1
2021-01-09,CARREFOUR,GALITOS,1197.342,814.25,-383.0919999999999,-31.995202707330066,80.0,10.178125,2021,1,January,1,Saturday,True,1
2021-01-09,CITY MARKET,CHICKEN INN,782.7330000000001,449.75,-332.98300000000006,-42.54107083769306,104.0,4.324519230769231,2021,1,January,1,Saturday,True,1
2021-01-09,CITY MARKET,PIZZA INN,484.4979999999999,417.0,-67.49799999999988,-13.931533257103206,56.0,7.446428571428571,2021,1,January,1,Saturday,True,1
2021-01-09,JUNCTION,CHICKEN INN,2696.7501,2211.75,-485.0001000000002,-17.98461414722855,230.0,9.616304347826087,2021,1,January,1,Saturday,True,1
2021-01-09,JUNCTION,PIZZA INN,6277.560299999998,5246.75,-1030.8102999999985,-16.420555928391458,318.0,16.49921383647799,2021,1,January,1,Saturday,True,1
